user	entity	weight
447	1729	220
449	7	137
449	36	581
449	42	375
449	97	185
449	803	106
449	928	228
449	1148	116
449	1214	92
449	1731	104
450	34	5366
450	36	1435
450	42	2282
450	228	287
450	362	405
450	451	469
450	929	366
450	1140	1001
450	1673	290
450	1732	346
450	1733	300
450	1734	207
450	1735	181
451	78	1800
451	79	920
451	80	1169
451	87	1988
451	96	914
451	184	1878
451	185	5059
451	267	8297
451	538	836
451	1736	623
452	26	39
452	30	36
452	36	50
452	141	41
452	191	100
452	257	23
452	276	58
452	788	18
452	1293	22
452	1737	819
453	109	272
453	141	268
453	354	354
453	863	119
453	1738	124
454	164	1512
454	224	499
454	226	998
454	227	989
454	307	7273
454	320	332
454	356	473
454	541	2588
454	546	308
454	676	275
454	678	3260
454	883	339
454	887	1030
454	933	589
454	960	569
454	1269	289
454	1271	409
454	2572	280
454	2858	268
454	3057	389
454	3842	408
454	3843	379
454	3844	320
454	3845	301
455	24	2671
455	35	1786
455	100	3697
455	155	3588
455	196	2597
455	286	2835
455	307	2850
455	460	2677
455	498	3397
455	654	4633
455	684	2562
455	732	3678
455	886	4108
455	975	2426
455	1338	6709
455	1739	3019
455	1740	2671
456	134	798
456	171	59
456	560	402
456	1185	266
456	1186	946
456	1424	782
456	1736	548
456	1741	97
456	1742	62
457	42	268
457	97	392
457	126	370
457	243	617
457	244	96
457	250	247
457	442	169
457	681	184
457	777	185
457	1743	342
457	1744	194
457	1745	144
457	1746	135
457	1747	93
458	36	206
458	46	73
458	47	125
458	107	47
458	114	144
458	118	905
458	126	69
458	155	46
458	989	140
458	1502	136
459	7	3124
459	242	15541
459	771	5575
459	788	497
459	805	461
459	1748	467
459	1749	452
460	46	254
460	109	207
460	155	207
460	196	221
460	356	267
460	391	127
460	438	252
460	493	129
460	1036	381
460	1311	179
460	1342	157
461	20	18
461	52	22
461	133	141
461	252	20
461	727	25
461	787	44
461	1750	88
461	1751	43
461	1752	22
462	48	776
462	51	255
462	54	254
462	557	314
462	670	379
462	681	1990
462	719	510
462	1416	532
462	1753	356
463	60	11
463	195	22
463	442	15
463	447	9
463	478	11
463	554	22
463	729	27
463	895	40
463	1277	64
463	1583	37
463	1754	83
464	46	144
464	55	238
464	105	3674
464	187	125
464	190	5151
464	571	513
464	697	232
464	764	288
464	1755	432
464	1756	298
464	1757	266
464	1758	263
464	1759	117
465	46	512
465	52	121
465	54	146
465	55	340
465	105	863
465	109	114
465	112	114
465	190	373
465	293	217
465	354	137
465	388	720
465	389	150
465	392	115
465	516	129
465	766	200
465	1103	146
466	80	112
466	87	131
466	98	213
466	114	229
466	126	945
466	134	345
466	254	178
466	472	226
466	539	193
466	1200	182
466	1760	705
467	49	186
467	1761	259
467	1762	219
467	1763	218
467	1764	207
467	1765	191
467	1766	183
467	1767	169
467	1768	166
467	1769	165
467	1770	160
467	1771	159
467	1772	159
467	1773	154
467	1774	139
468	353	1398
468	468	472
468	554	485
468	608	886
468	681	867
468	799	243
468	1775	296
469	36	379
469	42	167
469	126	381
469	211	267
469	250	311
469	285	1148
469	286	403
469	1166	378
469	1395	285
469	1776	228
469	1777	198
469	1778	163
470	74	876
470	79	1249
470	127	712
470	171	406
470	185	1176
470	377	1059
470	542	538
470	919	466
471	36	324
471	111	197
471	964	69
472	55	709
472	80	88
472	98	151
472	118	285
472	130	132
472	135	769
472	185	178
472	376	194
472	1185	85
472	1258	113
473	75	332
473	91	225
473	127	652
473	134	211
473	385	188
473	809	162
473	1418	259
473	1590	184
473	1779	352
473	1780	301
473	1781	275
473	1782	246
473	1783	221
473	1784	204
473	1785	168
473	1786	151
473	1787	149
473	1788	148
474	80	697
474	96	183
474	100	203
474	253	159
474	261	456
474	356	125
474	358	1806
474	1234	200
474	1312	155
474	1789	303
474	1790	129
474	1791	124
475	45	189
475	46	181
475	55	283
475	56	147
475	105	174
475	118	264
475	188	171
475	190	126
475	293	318
475	389	227
475	391	397
475	528	133
475	712	166
475	1792	228
475	1793	171
476	46	1133
476	47	134
476	55	587
476	96	1795
476	105	312
476	107	182
476	120	408
476	293	323
476	571	141
476	696	1505
476	738	97
477	47	122
477	66	67
477	77	167
477	80	240
477	87	134
477	126	337
477	127	165
477	131	143
477	433	145
478	102	1578
478	105	177
478	219	1138
478	920	139
478	941	240
478	1133	1023
478	1172	190
478	1253	261
478	1261	3866
479	81	19
479	87	245
479	118	1917
479	133	353
479	135	19
479	897	22
480	25	131
480	257	510
480	260	166
480	275	247
480	498	374
480	500	206
480	686	194
480	1105	182
480	1529	116
480	1794	183
480	1795	126
480	1796	125
481	78	104
481	104	133
481	127	90
481	131	270
481	137	532
481	187	170
481	235	167
481	254	767
481	413	658
481	469	201
481	863	377
482	55	131
482	102	128
482	118	230
482	190	52
482	473	52
482	858	54
482	1797	257
482	1798	155
484	20	150
484	52	231
484	100	270
484	155	127
484	254	268
484	288	183
484	476	466
484	729	115
484	738	176
485	52	36
485	197	29
485	229	38
485	325	37
485	1389	181
485	1514	67
485	1662	98
485	1801	160
485	1802	126
485	1803	68
485	1804	38
485	1805	29
486	66	56
486	87	40
486	135	12
486	1244	22
487	66	301
487	98	121
487	115	122
487	184	1255
487	377	932
487	406	262
487	951	440
487	1806	341
488	46	231
488	60	167
488	105	185
488	109	231
488	190	194
488	286	161
488	391	172
488	523	135
488	608	165
488	1807	160
489	36	2268
489	105	217
489	141	71
489	1140	59
489	1617	1044
489	1808	116
490	46	195
490	47	608
490	55	380
490	78	436
490	104	228
490	105	579
490	118	205
490	126	2460
490	545	237
490	863	503
490	915	582
490	1608	504
490	1809	261
491	34	372
491	36	1767
491	147	242
491	346	301
491	522	289
491	788	403
491	991	2339
491	1810	374
491	1811	332
492	56	504
492	511	452
492	715	356
492	1812	755
492	1813	342
492	1814	302
492	1815	269
492	1816	239
492	1817	211
493	30	56
493	96	206
493	227	80
493	445	804
493	1818	23
494	72	280
494	74	159
494	79	290
494	132	206
494	137	536
494	184	1210
494	185	901
494	237	355
494	238	549
494	406	1187
494	951	1689
494	1819	245
494	1820	144
495	66	33
495	79	68
495	87	35
495	206	33
495	560	36
495	830	74
495	1821	36
496	3	95
496	4	161
496	13	205
496	36	192
496	42	73
496	126	63
496	273	53
496	277	51
496	329	73
496	332	92
496	334	87
496	337	94
496	1268	71
496	1303	56
497	74	310
497	79	44
497	91	36
497	131	47
497	134	30
497	171	29
497	538	142
498	41	555
498	58	997
498	74	1441
498	75	755
498	77	337
498	80	323
498	81	610
498	87	1292
498	117	534
498	127	1052
498	590	325
499	109	4
499	126	4
499	127	1
499	245	5
499	445	1
499	446	25
499	499	1
499	1315	10
500	155	837
500	156	76
500	196	1991
500	314	52
500	479	56
500	800	11
500	1487	148
500	1822	66
500	1823	11
501	41	206
501	79	337
501	87	225
501	127	84
501	171	124
501	184	169
501	254	174
501	267	143
501	399	303
501	832	209
501	1461	187
502	66	946
502	72	1223
502	87	314
502	135	241
502	237	3654
502	539	377
502	1412	610
502	1824	424
503	78	47
503	79	109
503	87	91
503	127	120
503	171	346
503	254	75
503	361	127
503	376	54
503	442	80
503	538	125
503	1412	232
503	1825	657
504	36	214
504	47	840
504	78	476
504	102	97
504	184	192
504	185	129
504	304	106
504	376	199
506	4	239
506	15	81
506	46	295
506	104	62
506	118	127
506	227	61
506	343	2064
506	1422	96
506	1691	111
506	1699	146
506	1827	266
506	1828	216
506	1829	85
507	46	263
507	1051	486
507	1345	1031
507	1346	260
507	1347	937
507	1348	288
507	1469	393
507	1830	643
507	1831	570
507	1832	478
507	1833	467
507	1834	448
507	1835	335
507	1836	322
507	1837	291
507	1838	257
508	290	15
508	1089	64
508	1839	60
508	1840	51
508	1841	42
508	1842	25
508	1843	18
508	1844	18
508	1845	14
508	1846	14
508	1847	12
508	1848	11
509	52	1
509	96	6
509	118	9
509	184	4
509	209	6
509	210	66
509	726	2
509	1297	10
509	1849	13
510	2	1
510	96	30
510	118	190
510	507	2
510	1346	39
510	1419	11
511	36	54
511	55	71
511	57	64
511	105	260
511	109	359
511	111	53
511	210	73
511	228	9
511	442	43
511	765	38
511	1536	109
512	43	558
512	100	2673
512	210	1130
512	211	542
512	217	460
512	653	583
512	800	1886
512	860	447
512	1262	554
513	24	336
513	46	281
513	53	377
513	54	1201
513	55	650
513	118	245
513	187	287
513	388	348
513	413	290
513	528	295
513	766	275
513	767	276
513	1850	1155
513	1851	942
513	1852	877
513	1853	334
513	1854	260
513	1855	251
514	47	384
514	79	1091
514	87	176
514	118	1290
514	184	4542
514	185	343
514	254	142
514	378	363
514	399	236
514	406	569
514	473	365
514	860	184
514	916	884
514	1856	3907
514	1857	1576
514	1858	1046
515	23	1463
515	46	234
515	55	285
515	105	162
515	111	249
515	422	125
515	508	141
515	512	199
515	695	113
515	715	179
515	878	120
515	1393	123
515	1678	117
515	1859	172
515	1860	169
515	1861	121
516	102	239
516	126	230
516	254	280
516	277	367
516	304	194
516	902	164
516	915	1431
516	933	159
516	1315	2287
516	1862	545
516	1863	340
517	56	187
517	163	133
517	187	219
517	295	207
517	422	243
517	508	256
517	510	330
517	821	280
517	852	176
517	1081	133
517	1864	162
517	1865	135
518	66	51
518	87	155
518	130	71
518	135	130
518	185	239
518	206	76
518	560	46
519	6	205
519	40	278
519	96	336
519	241	511
519	245	445
519	285	1345
519	477	297
519	1224	505
519	1321	240
520	13	1525
520	24	155
520	43	344
520	227	4635
520	442	337
520	445	2425
520	498	115
520	771	317
520	915	255
520	1341	77
520	1828	160
520	1866	379
520	1867	87
521	45	167
521	46	659
521	47	210
521	96	578
521	105	302
521	118	799
521	219	1016
521	282	142
521	301	228
521	714	720
521	776	2146
521	1172	351
521	1180	163
521	1868	907
521	1869	270
521	1870	222
523	36	1
523	46	2
523	105	1
523	112	2
523	141	1
523	235	3
523	608	3
523	764	2
523	1874	6
523	1875	6
523	1876	2
525	47	798
525	199	320
525	210	1865
525	302	746
525	303	562
525	352	316
525	714	439
525	756	479
525	802	1843
526	52	607
526	102	456
526	105	2
526	128	5
526	755	15
526	771	3
526	899	7
526	998	17
526	1877	1
527	66	113
527	117	737
527	135	312
527	137	449
527	233	100
527	374	83
527	698	7024
527	923	142
527	957	168
527	1258	853
527	1325	127
529	36	365
529	275	311
529	362	360
529	879	258
529	1362	697
529	1491	388
529	1533	257
529	1734	423
529	1878	319
529	1879	297
530	55	21
530	137	26
530	187	67
530	192	26
530	854	45
530	918	19
530	1385	20
530	1545	33
530	1725	19
530	1821	27
530	1880	23
530	1881	22
530	1882	22
530	1883	21
531	78	1009
531	79	3864
531	127	180
531	135	232
531	184	357
531	185	1732
531	206	188
531	267	203
531	538	13006
531	698	185
531	1324	247
532	46	141
532	52	71
532	102	445
532	266	195
532	301	212
532	302	147
532	303	240
532	305	112
532	713	100
532	714	79
532	920	91
532	1297	78
533	66	121
533	383	522
533	547	126
533	551	342
533	558	199
533	662	366
533	893	252
533	1142	123
533	1601	464
533	1884	1949
533	1885	117
533	1886	94
534	72	59
534	73	105
534	80	590
534	87	155
534	132	141
534	135	166
534	445	223
535	74	138
535	80	139
535	126	149
535	377	1394
535	399	228
535	437	338
535	538	175
535	830	1204
535	832	255
535	917	130
535	1230	353
535	1397	304
535	1887	146
536	36	79
536	41	35
536	52	33
536	364	37
536	542	37
536	548	33
537	52	53
537	79	97
537	363	36
537	698	25
537	758	143
537	841	36
537	1199	143
537	1888	27
538	74	90
538	80	137
538	130	111
538	135	481
538	185	172
538	374	97
538	376	349
538	377	94
538	538	379
538	1889	109
538	1890	103
539	40	53
539	47	108
539	66	20
539	96	99
539	109	99
539	118	1439
539	120	41
539	445	438
539	474	34
539	1057	107
539	1411	22
539	1891	110
539	1892	86
539	1893	32
540	22	2929
540	25	1802
540	104	2485
540	277	4824
540	499	1570
540	799	3310
540	882	1399
540	883	24958
540	889	1318
540	1174	1317
540	1493	2055
540	1894	2013
541	20	894
541	34	4503
541	36	36310
541	362	1188
541	774	939
541	1397	1193
541	1895	3894
543	22	1331
543	24	713
543	35	796
543	40	509
543	46	676
543	104	662
543	114	1719
543	245	463
543	286	576
543	293	468
543	1896	472
544	213	276
544	355	484
544	926	169
544	1020	260
544	1021	245
544	1031	206
544	1078	187
544	1496	496
544	1804	258
544	1897	211
544	1898	206
545	43	252
545	45	340
545	47	13816
545	96	1223
545	118	673
545	126	491
545	133	345
545	494	435
545	1122	287
545	1651	246
545	1899	300
546	9	1000
546	34	3775
546	36	2742
546	42	8497
546	211	1581
546	242	12420
546	444	2580
546	740	2328
546	883	2723
546	1290	3007
546	1900	2444
546	1901	2170
546	1902	1046
546	1903	932
547	36	138
547	105	85
547	109	131
547	157	75
547	223	146
547	228	121
547	306	82
547	388	73
547	765	87
547	939	102
547	1105	88
547	1664	88
548	1	37
548	3	221
548	9	39
548	12	48
548	18	47
548	42	210
548	749	164
548	996	39
548	1029	132
548	1146	45
548	1148	46
548	1904	387
548	1905	339
548	1906	181
548	1907	47
549	36	13309
549	608	115
549	867	1124
549	1105	3493
549	1214	97
549	1812	3111
549	1908	868
549	1909	83
550	42	173
550	44	386
550	216	295
550	242	134
550	325	505
550	788	153
550	1445	298
550	1910	285
551	47	22
551	55	23
551	118	90
551	154	20
551	210	42
551	1020	33
551	1168	18
551	1777	28
551	1911	16
552	576	17
552	1912	10
552	1913	6
552	1914	5
552	1915	5
553	66	72
553	87	107
553	132	48
553	177	84
553	404	148
553	1916	56
555	72	220
555	81	174
555	88	193
555	98	94
555	237	101
555	1549	208
555	1917	148
555	1918	127
555	1919	122
555	1920	107
555	1921	99
556	41	79
556	50	7
556	165	5
556	261	58
556	358	2
556	438	6
556	442	31
556	708	28
556	1197	5
556	1922	67
556	1923	59
557	8	720
557	15	164
557	126	384
557	329	591
557	332	201
557	334	546
557	335	474
557	337	528
557	443	197
557	675	171
557	972	288
557	973	288
557	1270	192
557	1311	362
557	1315	200
557	1374	170
557	1608	188
557	1924	618
557	1925	402
558	132	5
558	755	34
559	36	24
559	52	1378
559	608	63
559	1662	81
559	1926	84
559	1927	72
559	1928	71
560	0	134
560	4	866
560	45	115
560	107	214
560	190	408
560	223	312
560	257	87
560	277	613
560	295	105
560	356	70
560	883	137
560	1175	142
560	1929	328
561	58	3446
561	77	1840
561	192	1652
561	419	1550
561	1202	13061
561	1207	930
561	1228	2413
561	1232	1079
561	1613	2142
561	1711	1747
561	1930	3893
561	1931	3372
561	1932	2421
561	1933	2200
561	1934	1899
561	1935	1413
561	1936	1377
561	1937	1055
561	1938	1032
561	1939	874
562	232	1388
562	672	260
562	1325	204
562	1439	537
562	1940	301
562	1941	196
563	145	526
563	146	2781
563	147	415
563	785	1305
563	820	765
563	1191	561
563	1942	2367
563	1943	1533
563	1944	1215
563	1945	963
563	1946	888
563	1947	781
563	1948	453
565	22	80
565	24	124
565	26	55
565	161	52
565	221	192
565	257	23
565	275	56
565	293	25
565	445	43
565	858	24
565	1257	97
565	1949	108
565	1950	96
566	8	90
566	329	201
566	336	59
566	337	144
566	345	69
566	354	183
566	1267	90
566	1272	66
566	1493	80
566	1807	80
566	1951	58
567	16	762
567	48	1833
567	53	2680
567	106	2330
567	111	2895
567	159	2231
567	282	845
567	511	613
567	878	1615
567	1556	1084
567	1650	712
568	46	304
568	52	108
568	55	403
568	72	127
568	74	315
568	161	223
568	221	315
568	353	159
568	492	211
568	1952	303
569	66	105
569	80	377
569	87	165
569	133	80
569	467	95
569	830	149
569	1231	669
569	1259	95
570	70	254
570	80	242
570	128	312
570	376	185
570	590	205
570	790	500
570	807	1238
570	1624	132
570	1627	125
570	1629	258
570	1953	702
570	1954	592
570	1955	482
570	1956	259
570	1957	144
570	1958	55
571	22	2750
571	74	438
571	87	739
571	116	4382
571	117	1957
571	127	1148
571	133	1113
571	202	345
571	204	559
571	230	308
571	861	534
571	862	312
571	957	425
572	74	128
572	79	246
572	132	317
572	137	108
572	171	362
572	237	289
572	361	111
572	919	120
572	1959	117
573	70	58
573	602	38
573	790	54
573	791	45
573	795	41
573	1624	69
573	1628	53
573	1706	69
573	1960	302
573	1961	244
573	1962	109
573	1963	102
573	1964	44
574	52	137
574	96	1340
574	118	119
574	119	92
574	560	240
574	1523	3001
575	46	135
575	80	263
575	87	195
575	118	208
575	133	829
575	358	258
575	442	295
575	445	722
575	1965	110
576	25	62
576	143	60
576	223	69
576	228	59
576	474	153
576	727	53
576	1042	52
576	1139	54
576	1236	60
576	1496	92
576	1966	126
576	1967	67
576	1968	61
576	1969	59
576	1970	59
576	1971	58
576	1972	54
577	36	40
577	55	38
577	227	35
577	275	37
577	445	137
577	459	31
577	474	26
577	1973	132
578	47	329
578	78	107
578	79	216
578	184	786
578	185	1513
578	266	163
578	301	135
578	376	101
578	494	396
578	713	410
578	714	395
578	1974	286
579	7	238
579	242	407
579	325	321
579	1123	89
579	1554	123
579	1975	306
579	1976	266
579	1977	114
579	1978	87
579	1979	87
579	1980	87
580	0	803
580	42	326
580	45	377
580	55	798
580	192	345
580	208	844
580	210	1277
580	712	397
580	998	564
580	1022	452
580	1350	740
580	1583	606
580	1981	626
580	1982	625
580	1983	623
580	1984	343
580	1985	335
580	1986	324
581	52	4040
581	66	21338
581	74	648
581	167	733
581	325	1192
581	956	37419
581	1276	6151
581	1771	605
581	1987	8471
582	199	1204
582	208	2204
582	212	1634
582	215	1352
582	218	1658
582	220	2293
582	398	1560
582	1075	1874
582	1076	1094
582	1501	1356
583	35	983
583	118	1220
583	199	329
583	210	960
583	438	1035
583	802	594
583	1031	325
583	1589	387
583	1988	359
584	377	9800
584	979	610
584	1808	3450
584	1989	2470
585	41	868
585	45	298
585	46	2952
585	52	571
585	55	1275
585	107	454
585	268	347
585	391	551
585	522	985
585	554	835
585	692	265
585	1001	1074
585	1203	318
585	1204	644
585	2394	266
585	3047	704
586	12	77
586	242	17
586	771	15
586	1147	7
586	1990	859
586	1991	133
586	1992	34
586	1993	8
587	34	242
587	36	1726
587	42	2955
587	96	203
587	124	382
587	125	1519
587	208	391
587	209	2646
587	212	1394
587	1662	231
587	1994	270
587	1995	216
589	79	367
589	115	20
589	171	606
589	185	36
589	202	15
589	206	61
589	363	14
589	364	144
589	365	133
589	376	44
589	560	54
589	1186	24
589	1888	40
590	87	54
590	96	47
590	118	1211
590	130	28
590	206	20
590	1153	1491
590	1996	296
590	1997	99
592	7	388
592	80	474
592	176	718
592	237	739
592	727	2018
592	1998	3152
592	1999	510
593	115	141
593	184	23284
593	185	128
593	206	118
593	368	151
593	437	89
593	1154	298
593	2000	260
593	2001	93
594	36	12
594	40	27
594	47	13
594	52	233
594	55	30
594	96	40
594	199	283
594	302	17
594	304	21
594	494	332
594	776	23
594	2002	23
595	36	1086
595	241	5580
595	242	1108
595	243	1067
595	245	2767
595	250	4639
595	325	1931
595	346	1124
595	347	1335
595	350	990
596	13	586
596	25	1038
596	275	309
596	277	1166
596	329	259
596	498	291
596	676	310
596	799	255
596	933	372
596	1353	314
596	1794	839
598	73	296
598	78	470
598	80	465
598	87	669
598	185	348
598	413	660
598	472	1660
598	544	454
598	557	460
598	1050	394
598	1278	439
601	442	1004
601	459	454
601	629	484
601	632	631
601	1042	478
601	1312	693
601	1721	424
601	2006	1729
601	2007	1008
601	2008	992
601	2009	913
601	2010	540
601	2011	366
602	34	497
602	35	257
602	102	221
602	109	343
602	613	195
602	657	191
602	826	182
602	904	324
602	1389	423
602	2012	525
602	2013	431
602	2014	255
602	2015	235
602	2016	198
602	2017	190
602	2018	176
602	2019	168
603	52	88
603	190	50
603	388	65
603	438	252
603	528	47
603	765	41
603	1328	101
603	1443	45
603	2020	345
603	2021	104
603	2022	80
603	2023	28
604	66	2010
604	72	1159
604	74	2969
604	75	1431
604	87	1164
604	126	1363
604	127	2735
604	151	1281
604	192	1000
604	1277	3036
604	2024	1145
604	2025	956
605	36	392
605	46	889
605	52	452
605	60	358
605	102	831
605	651	463
605	1174	492
605	1713	345
605	2026	659
605	2027	497
605	2028	435
605	2029	367
606	20	801
606	34	1823
606	42	2402
606	57	605
606	109	668
606	163	618
606	220	486
606	472	659
606	483	692
606	1347	444
606	2030	655
606	2031	469
607	287	59
607	741	149
607	767	66
607	1722	341
607	2032	1300
607	2033	39
608	191	24
608	867	32
608	2034	45
608	2035	40
608	2036	21
608	2037	19
608	2038	17
608	2039	17
608	2040	15
608	2041	15
608	2042	14
608	2043	13
608	2044	12
609	55	2554
609	107	1603
609	115	1513
609	117	578
609	187	485
609	293	570
609	413	770
609	572	565
611	22	9
611	107	6
611	112	94
611	131	15
611	187	33
611	257	90
611	293	34
611	295	28
611	361	19
611	413	9
611	457	48
611	1083	12
611	1138	6
611	1234	8
611	1235	8
611	1237	10
611	2045	21
611	2046	17
611	2047	10
612	22	238
612	24	102
612	46	135
612	55	343
612	105	79
612	131	399
612	132	582
612	230	345
612	237	1723
612	353	185
612	361	126
612	413	91
612	572	142
612	957	231
612	1095	158
612	1406	129
613	45	3
613	55	55
613	154	10
613	495	1
613	2048	15
614	46	725
614	47	1401
614	154	1207
614	776	769
614	1098	682
614	2049	1004
616	216	94
616	217	336
616	325	212
616	394	192
616	740	169
616	756	284
616	2050	181
616	2051	102
617	58	358
617	77	1121
617	81	165
617	87	301
617	135	320
617	1202	3281
617	1232	548
617	1576	605
617	1931	262
617	1932	473
617	2052	320
617	2053	263
617	2054	235
618	396	263
618	827	96
618	1497	174
618	2055	417
618	2056	105
618	2057	66
619	46	5879
619	55	578
619	102	434
619	105	2924
619	107	353
619	163	774
619	392	756
619	528	625
619	764	1140
620	47	2141
620	97	301
620	118	255
620	126	3521
620	134	371
620	250	231
620	389	264
620	681	251
620	857	541
620	2058	269
621	75	1775
621	87	2671
621	93	1519
621	96	3018
621	99	2027
621	118	1947
621	126	9763
621	184	12006
621	237	13005
621	353	1382
621	442	3610
621	544	4832
621	714	1623
621	1277	1383
621	1278	2760
621	2059	2146
622	34	1143
622	36	260
622	109	354
622	111	1582
622	155	201
622	156	237
622	159	230
622	221	2037
622	959	1426
622	2060	199
623	34	4295
623	36	3578
623	42	1218
623	109	549
623	114	951
623	286	373
623	362	3041
623	867	607
623	1362	808
623	1526	675
623	2061	791
624	36	220
624	45	93
624	96	929
624	329	457
624	438	500
624	1046	156
624	1312	290
624	1341	106
624	2062	87
625	111	309
625	165	301
625	196	585
625	235	210
625	297	296
625	356	158
625	511	151
625	516	638
625	708	432
625	888	167
625	1174	324
625	1343	242
625	1545	672
625	1738	355
625	2063	223
625	2064	162
625	2065	134
625	2066	128
625	2067	107
627	36	374
627	61	2113
627	243	1294
627	250	1195
627	487	234
627	673	302
627	1346	2554
627	1402	397
627	1601	1596
628	24	144
628	41	97
628	46	182
628	105	177
628	107	293
628	109	78
628	516	401
628	528	121
628	821	188
628	1521	86
628	1545	216
628	2068	92
629	36	1277
629	46	512
629	53	402
629	55	586
629	105	402
629	109	392
629	141	442
629	188	359
629	523	374
629	652	422
629	918	408
629	1253	957
629	2069	506
631	41	246
631	46	1936
631	55	1499
631	105	1519
631	190	687
631	241	307
631	347	372
631	391	805
631	528	462
631	535	340
632	46	604
632	72	554
632	74	370
632	75	572
632	79	450
632	87	663
632	127	559
632	133	1372
632	184	464
632	254	1112
632	863	382
632	956	440
633	47	125
633	52	575
633	96	271
633	105	104
633	124	328
633	188	183
633	210	112
633	212	329
633	826	300
633	917	97
633	1122	111
633	1322	55
633	1523	61
633	2072	292
633	2073	200
633	2074	159
634	41	350
634	75	399
634	377	687
634	2075	419
634	2076	325
634	2077	89
635	46	63
635	57	815
635	110	109
635	278	94
635	399	79
635	774	46
635	777	78
635	1349	154
635	1536	117
635	1923	103
635	2078	170
635	2079	52
635	2080	52
635	2081	48
636	66	3264
636	72	250
636	74	335
636	87	277
636	238	200
636	378	229
636	674	253
636	1206	164
636	2082	361
636	2083	247
636	2084	205
636	2085	192
637	55	36
637	223	43
637	754	37
637	1767	270
637	2086	44
637	2087	36
638	72	213
638	78	258
638	79	614
638	87	494
638	133	438
638	135	229
639	24	147
639	80	177
639	98	188
639	129	89
639	192	199
639	253	431
639	261	580
639	263	115
639	353	69
639	358	296
639	1082	161
639	1310	156
639	2088	138
639	2089	126
639	2090	71
640	36	322
640	52	1150
640	141	207
640	188	259
640	362	202
640	548	570
640	788	1705
640	949	1658
640	1140	167
641	47	2158
641	55	1061
641	78	1276
641	96	4711
641	184	1368
641	239	1949
641	267	15114
641	352	861
641	575	890
641	650	1151
641	694	831
641	916	1061
641	1002	935
641	1278	838
641	1457	1622
641	1589	1333
641	1694	1660
641	2091	2414
641	2092	1115
641	2093	1077
642	66	252
642	144	254
642	145	161
642	146	550
642	147	425
642	191	216
642	774	280
642	785	360
642	1719	192
642	1987	172
642	2094	593
642	2095	540
642	2096	289
642	2097	271
642	2098	241
642	2099	187
643	109	308
643	110	635
643	141	167
643	297	160
643	390	324
643	568	136
643	882	365
643	957	130
643	1047	202
643	1174	918
643	1476	702
643	1542	896
643	2051	431
643	2070	190
643	2100	199
644	34	112
644	36	109
644	133	164
644	165	73
644	286	229
644	469	214
644	1048	54
644	1051	356
644	1345	108
644	1973	68
644	2101	1182
644	2102	426
644	2103	43
645	66	81
645	145	43
645	478	37
645	547	42
645	548	48
645	551	38
645	1435	45
645	1461	44
645	1952	53
645	2104	60
645	2105	55
645	2106	52
645	2107	49
645	2108	45
645	2109	44
645	2110	43
645	2111	42
645	2112	38
646	79	208
646	80	123
646	96	101
646	115	183
646	133	94
646	184	792
646	185	952
646	206	343
646	267	307
646	374	193
646	376	168
647	22	720
647	35	374
647	109	414
647	158	431
647	165	467
647	252	628
647	460	362
647	617	408
647	732	407
647	883	1594
647	1088	530
647	1545	739
647	2113	357
649	52	28
649	96	93
649	209	32
649	210	354
649	211	352
649	217	101
649	250	77
649	535	65
649	756	1149
649	803	244
649	1123	36
649	1290	58
649	2114	222
650	55	449
650	77	251
650	96	481
650	118	700
650	128	258
650	130	188
650	190	312
650	301	292
650	442	420
650	445	156
650	2115	1136
650	2116	484
651	24	584
651	74	562
651	127	624
651	254	192
651	956	4368
651	957	801
651	1084	333
651	1818	1421
651	2117	116
652	96	175
652	286	364
652	307	100
652	439	21
652	2118	603
652	2119	524
652	2120	132
652	2121	118
652	2122	11
654	36	56
654	42	110
654	126	150
654	151	88
654	286	92
654	362	45
654	438	157
654	442	83
654	472	74
654	673	287
654	1276	94
654	2124	128
654	2125	93
654	2126	89
654	2127	70
654	2128	61
654	2129	47
655	74	10
655	87	3
655	127	168
655	133	5
655	1202	4
655	2130	5
655	2131	5
655	2132	3
656	271	268
656	956	53
656	2133	13
657	46	753
657	96	727
657	107	352
657	118	847
657	254	208
657	438	396
657	475	213
657	566	226
657	577	1233
657	659	1133
657	761	230
657	1551	315
657	2090	696
658	22	196
658	24	150
658	132	138
658	295	374
658	361	143
658	445	133
658	457	448
658	571	128
658	1078	394
658	1079	199
658	1080	142
658	1138	139
658	1328	228
658	1950	131
658	2134	175
658	2135	121
659	46	652
659	75	568
659	87	2693
659	115	1883
659	116	828
659	118	1044
659	135	553
659	171	737
659	202	2425
659	237	581
659	377	1054
659	528	2030
659	656	670
659	1583	504
660	269	126
660	692	174
660	1156	58
660	1654	109
660	1751	249
660	2071	72
660	2084	70
660	2136	170
660	2137	119
660	2138	109
660	2139	84
660	2140	64
660	2141	58
661	634	138
661	1761	230
661	2011	205
661	2142	254
661	2143	213
661	2144	159
661	2145	145
661	2146	101
662	37	1333
662	91	2196
662	1018	514
662	1122	857
662	1188	600
662	1621	664
662	1899	739
662	2147	1788
662	2148	650
663	126	379
663	245	158
663	2149	172
664	56	1318
664	111	353
664	159	606
664	165	437
664	280	353
664	453	2903
664	1088	864
664	1248	1667
664	1396	515
664	1497	1005
664	1650	589
664	2150	824
664	2151	422
664	2152	377
664	2153	371
665	105	93
665	109	178
665	275	68
