user	relation	tag
912	friendWith	1214
2037	friendWith	1533
1006	friendWith	1219
632	friendWith	503
385	friendWith	370
919	createdTag	2114
1253	friendWith	143
142	friendWith	1405
1179	friendWith	1515
490	friendWith	1183
457	friendWith	33
490	friendWith	414
1715	friendWith	1290
405	createdTag	2202
227	friendWith	1072
612	friendWith	340
916	createdTag	2295
1527	createdTag	2406
171	createdTag	2179
609	friendWith	1356
1500	createdTag	2161
387	createdTag	2626
1422	createdTag	3117
1097	createdTag	2181
1626	friendWith	2043
247	friendWith	1809
38	friendWith	383
43	friendWith	481
1725	friendWith	1316
474	createdTag	2118
999	friendWith	127
1503	friendWith	1707
906	friendWith	1283
1345	friendWith	489
855	createdTag	2489
1476	friendWith	1346
473	friendWith	1097
1013	friendWith	1118
549	friendWith	1627
13	friendWith	1659
1023	friendWith	227
202	friendWith	1343
541	createdTag	2929
124	friendWith	665
232	friendWith	390
1450	friendWith	280
1540	friendWith	145
1827	createdTag	2161
1283	friendWith	1725
1275	createdTag	2184
66	friendWith	452
1155	friendWith	168
516	friendWith	388
372	createdTag	2178
1635	createdTag	12312
399	friendWith	589
1557	createdTag	3364
378	friendWith	696
24	friendWith	150
2004	friendWith	1820
439	createdTag	3466
1794	createdTag	2307
852	friendWith	1553
1895	friendWith	1136
1908	friendWith	1722
717	friendWith	1659
1156	friendWith	1146
938	friendWith	1179
1230	createdTag	2313
698	createdTag	2329
433	createdTag	2928
1393	friendWith	1865
761	createdTag	3547
1887	createdTag	2524
1033	friendWith	1726
646	friendWith	514
1133	friendWith	569
128	friendWith	567
179	friendWith	258
1281	friendWith	1679
479	friendWith	79
297	createdTag	2392
129	friendWith	1773
1301	friendWith	256
481	friendWith	232
1965	friendWith	405
1965	friendWith	58
2046	createdTag	2174
1247	friendWith	1973
78	createdTag	2133
1445	createdTag	2267
1682	friendWith	349
1625	friendWith	1027
385	friendWith	531
30	friendWith	1132
66	createdTag	2989
75	friendWith	1856
637	friendWith	1249
609	friendWith	129
372	createdTag	2114
859	friendWith	1213
146	friendWith	2037
1108	createdTag	9356
815	friendWith	1457
581	createdTag	2798
84	createdTag	2175
298	friendWith	1906
1021	friendWith	1167
1150	friendWith	385
730	friendWith	1356
765	friendWith	921
1054	friendWith	133
1136	friendWith	1628
1963	createdTag	2464
1988	friendWith	2021
696	friendWith	378
1278	createdTag	2288
1680	friendWith	1342
132	friendWith	1521
911	friendWith	930
1416	friendWith	334
1872	friendWith	1646
1948	friendWith	1793
1851	createdTag	2230
1508	createdTag	2452
518	friendWith	1568
831	friendWith	1715
2016	friendWith	1848
1283	friendWith	1771
361	friendWith	1308
1567	friendWith	1305
1811	friendWith	1057
419	friendWith	43
1532	friendWith	1832
1290	friendWith	1001
1103	createdTag	2130
2092	createdTag	2181
451	friendWith	1283
1517	friendWith	712
996	createdTag	8673
513	createdTag	2857
514	friendWith	1446
1661	createdTag	2392
759	createdTag	2613
298	friendWith	640
1343	friendWith	534
1032	createdTag	8924
51	friendWith	709
744	createdTag	2189
1249	friendWith	2048
1179	friendWith	1102
1381	friendWith	808
157	friendWith	1889
1851	friendWith	400
817	friendWith	1879
761	friendWith	938
1249	friendWith	1026
439	createdTag	4611
1304	createdTag	2316
1466	createdTag	2334
826	friendWith	911
1380	createdTag	2862
808	friendWith	1560
1832	createdTag	2392
1310	friendWith	1476
146	friendWith	674
1545	createdTag	2227
436	friendWith	1554
117	friendWith	2014
298	friendWith	1170
1623	createdTag	2227
1308	friendWith	751
1981	createdTag	2406
387	createdTag	2331
1135	friendWith	1856
1234	createdTag	2130
1214	friendWith	800
2018	friendWith	1560
625	createdTag	2188
1215	createdTag	9994
1832	createdTag	2385
232	friendWith	147
1975	friendWith	1167
1310	friendWith	1150
1560	friendWith	132
737	friendWith	1258
1666	friendWith	390
1245	createdTag	4852
1087	friendWith	917
2021	friendWith	1247
1230	friendWith	1989
66	createdTag	3001
571	createdTag	2330
603	friendWith	435
133	friendWith	1788
1582	createdTag	2173
1554	friendWith	754
984	friendWith	982
1866	friendWith	374
527	friendWith	1023
726	friendWith	145
248	friendWith	749
678	friendWith	285
1097	createdTag	2162
302	friendWith	311
513	createdTag	2179
1626	friendWith	292
1281	friendWith	1214
2091	friendWith	906
9	friendWith	743
403	createdTag	2404
1684	friendWith	1069
761	friendWith	430
1234	createdTag	2156
205	createdTag	2893
855	friendWith	111
1670	friendWith	1158
1926	createdTag	2493
1465	friendWith	18
78	friendWith	454
684	friendWith	120
303	friendWith	1258
922	createdTag	2133
206	friendWith	1862
1146	friendWith	1465
2033	friendWith	2087
15	friendWith	1625
190	createdTag	2328
850	friendWith	1210
1560	friendWith	2018
1476	friendWith	53
632	friendWith	1132
847	friendWith	1076
1472	friendWith	1191
4	friendWith	493
636	friendWith	327
1253	friendWith	1690
1687	friendWith	1600
654	createdTag	2189
950	createdTag	2509
910	friendWith	1869
534	friendWith	493
572	friendWith	1533
79	friendWith	144
1869	friendWith	684
1830	friendWith	2039
260	friendWith	1023
2038	friendWith	1339
1038	friendWith	1210
1221	friendWith	1357
1369	friendWith	330
617	friendWith	1027
127	friendWith	1281
213	friendWith	311
297	createdTag	2179
998	friendWith	227
1666	friendWith	2020
1275	friendWith	378
1088	friendWith	432
1851	createdTag	2334
2016	createdTag	2133
1258	friendWith	540
190	createdTag	3468
646	createdTag	2608
837	createdTag	2133
159	createdTag	2295
1850	createdTag	2230
765	createdTag	4346
2071	createdTag	2284
1281	friendWith	1393
884	friendWith	1632
1277	createdTag	2234
134	friendWith	146
57	friendWith	1528
723	friendWith	1833
1355	createdTag	10954
2051	friendWith	1625
545	createdTag	2181
499	friendWith	486
62	createdTag	2936
1895	friendWith	884
336	createdTag	2329
1582	friendWith	1682
646	createdTag	6383
1536	friendWith	107
1189	friendWith	400
808	friendWith	2068
636	friendWith	1446
1032	createdTag	2930
717	friendWith	2000
732	friendWith	1017
43	friendWith	743
531	friendWith	1607
1256	friendWith	1079
1135	friendWith	1453
31	createdTag	2174
1253	friendWith	1811
2037	friendWith	1308
527	friendWith	1247
921	createdTag	2281
487	friendWith	30
561	friendWith	387
1222	createdTag	10038
1288	friendWith	1130
1321	createdTag	2725
1981	createdTag	2184
1202	friendWith	1010
1150	friendWith	1310
1024	friendWith	909
801	friendWith	1451
374	friendWith	1209
39	createdTag	2161
1437	friendWith	331
571	friendWith	158
751	friendWith	1890
1974	friendWith	1761
1572	createdTag	2124
1601	createdTag	2675
17	friendWith	1071
1308	friendWith	1301
101	createdTag	2282
1934	createdTag	2149
910	friendWith	572
190	createdTag	4067
2068	friendWith	1516
150	friendWith	1476
1007	createdTag	2293
922	friendWith	1910
1543	friendWith	362
1454	createdTag	2130
179	friendWith	1308
862	createdTag	2303
2100	friendWith	607
966	friendWith	1179
1600	friendWith	49
433	createdTag	2178
146	friendWith	1725
1405	friendWith	142
217	createdTag	4243
2044	friendWith	1625
1249	createdTag	2310
190	friendWith	49
930	friendWith	671
1865	friendWith	925
335	friendWith	158
1811	friendWith	271
637	friendWith	526
1600	friendWith	333
753	friendWith	634
1759	createdTag	2316
78	friendWith	1557
1635	createdTag	2181
1503	friendWith	1769
941	friendWith	862
609	friendWith	145
372	friendWith	1670
385	friendWith	1150
414	friendWith	1959
1880	friendWith	311
1360	createdTag	2187
439	createdTag	4740
964	friendWith	101
1479	friendWith	1662
439	createdTag	5643
862	createdTag	2139
216	friendWith	1163
743	friendWith	274
1184	friendWith	1532
470	friendWith	354
1640	createdTag	2101
232	createdTag	2288
548	createdTag	4192
1662	createdTag	4800
1524	friendWith	319
439	createdTag	4449
1536	friendWith	1986
1553	createdTag	2284
1445	friendWith	1253
534	friendWith	1717
1025	createdTag	2173
501	friendWith	1659
1102	friendWith	660
1805	friendWith	2032
1547	createdTag	11921
491	createdTag	2175
451	friendWith	1829
692	createdTag	3693
1002	friendWith	852
308	friendWith	1120
258	friendWith	1113
498	friendWith	1616
415	friendWith	1869
1542	friendWith	142
575	friendWith	1163
229	createdTag	2181
387	createdTag	2181
349	friendWith	949
1803	friendWith	621
455	createdTag	2186
1453	friendWith	531
1898	friendWith	1332
759	createdTag	2332
390	friendWith	1027
1332	friendWith	1253
1004	friendWith	1522
146	friendWith	749
1091	createdTag	2101
1198	friendWith	1478
158	friendWith	1179
2044	friendWith	1187
941	friendWith	1539
1961	friendWith	1027
157	friendWith	1396
1411	createdTag	2291
812	friendWith	1741
637	friendWith	43
290	friendWith	1869
1357	friendWith	1403
1841	friendWith	812
1473	friendWith	1770
1488	friendWith	337
297	createdTag	2489
1926	createdTag	2179
629	friendWith	1277
2095	createdTag	14739
128	friendWith	217
1832	createdTag	2600
555	friendWith	226
659	createdTag	2406
43	friendWith	310
1761	friendWith	2006
131	friendWith	1204
1900	createdTag	2295
1210	createdTag	2116
1183	friendWith	1146
899	friendWith	59
73	createdTag	3059
1081	createdTag	2184
890	friendWith	2077
77	friendWith	1724
702	friendWith	400
545	friendWith	984
1581	friendWith	1277
400	friendWith	1568
1434	friendWith	242
1331	createdTag	3347
936	createdTag	2147
1503	friendWith	53
1210	friendWith	176
815	friendWith	1829
906	friendWith	1365
40	friendWith	2003
2054	friendWith	768
1319	createdTag	2281
116	friendWith	924
632	friendWith	158
192	friendWith	80
795	friendWith	859
1869	friendWith	211
2004	friendWith	516
1423	createdTag	2124
938	friendWith	1130
1853	friendWith	848
1001	friendWith	2031
812	createdTag	2101
546	createdTag	2106
1748	friendWith	236
355	friendWith	322
1287	createdTag	2191
571	friendWith	1965
308	friendWith	1809
1662	friendWith	1682
1623	createdTag	2173
1759	friendWith	111
831	friendWith	62
1889	friendWith	1639
1132	friendWith	68
1102	friendWith	1641
531	friendWith	1189
383	friendWith	75
651	createdTag	2113
790	friendWith	130
744	createdTag	2178
1455	friendWith	621
190	createdTag	4065
2069	createdTag	13838
1560	createdTag	2310
815	friendWith	256
941	createdTag	2149
343	friendWith	376
1034	friendWith	593
481	friendWith	1752
318	friendWith	46
972	createdTag	2493
837	createdTag	4625
1795	createdTag	2173
1164	friendWith	1213
1642	createdTag	2118
40	createdTag	2186
2000	friendWith	1145
31	friendWith	575
1278	createdTag	2203
1790	friendWith	1102
1926	createdTag	2230
2003	createdTag	2708
504	friendWith	410
481	friendWith	43
521	createdTag	2178
338	friendWith	1466
1543	friendWith	1625
125	friendWith	1656
1846	friendWith	1086
1455	friendWith	911
884	friendWith	329
425	friendWith	1769
1522	createdTag	2299
1263	friendWith	1104
1628	friendWith	375
531	friendWith	1304
1358	friendWith	343
1850	createdTag	2124
368	friendWith	2044
633	createdTag	3352
1528	friendWith	1161
1380	createdTag	2924
563	friendWith	1347
439	createdTag	5639
1455	friendWith	1086
1007	friendWith	701
865	friendWith	1174
558	friendWith	214
1907	createdTag	2670
1543	friendWith	642
1087	friendWith	1404
1027	friendWith	405
1332	friendWith	158
1032	createdTag	6363
821	createdTag	2179
1545	createdTag	2173
548	createdTag	2813
1054	friendWith	1049
1792	friendWith	719
1353	friendWith	391
196	createdTag	2181
941	friendWith	1856
463	friendWith	692
153	friendWith	52
1445	friendWith	248
1167	friendWith	1106
278	friendWith	2085
530	createdTag	2179
329	friendWith	405
696	friendWith	1702
1774	createdTag	2101
1543	friendWith	1213
534	friendWith	191
59	createdTag	2313
1183	friendWith	401
684	friendWith	638
1805	friendWith	250
1041	friendWith	212
78	friendWith	1575
1581	friendWith	1777
1503	friendWith	260
761	createdTag	4291
1182	createdTag	2144
1184	friendWith	129
1052	createdTag	2188
871	friendWith	2047
1281	friendWith	525
322	friendWith	518
758	friendWith	593
743	createdTag	2234
1343	friendWith	753
248	friendWith	1198
1174	friendWith	890
397	friendWith	2080
104	createdTag	2295
922	createdTag	2126
1687	friendWith	390
49	friendWith	2071
1543	friendWith	663
506	friendWith	951
315	friendWith	830
933	friendWith	1911
809	friendWith	1471
762	friendWith	1103
490	createdTag	2181
457	createdTag	2173
1977	createdTag	2114
333	friendWith	545
1993	friendWith	193
405	friendWith	417
435	friendWith	1862
1977	createdTag	2115
1615	friendWith	773
2087	friendWith	413
1926	createdTag	2396
2018	createdTag	2329
1959	friendWith	227
1450	createdTag	2179
1882	friendWith	1556
59	friendWith	193
298	createdTag	2292
601	friendWith	1342
275	friendWith	1542
743	friendWith	831
296	friendWith	1625
143	friendWith	1086
1476	friendWith	593
1358	friendWith	1670
583	createdTag	2329
1503	friendWith	816
2001	friendWith	616
1803	friendWith	253
632	friendWith	1828
393	friendWith	709
1349	createdTag	2185
1034	friendWith	1002
252	friendWith	1478
538	friendWith	1247
2031	friendWith	1128
488	createdTag	3468
1440	createdTag	2506
1323	createdTag	2282
1229	friendWith	1773
236	friendWith	621
1861	createdTag	2402
2018	friendWith	415
2037	friendWith	58
446	friendWith	99
1725	friendWith	531
1749	friendWith	1357
387	createdTag	5275
571	friendWith	1600
1879	friendWith	329
1898	friendWith	1001
1851	friendWith	749
1905	friendWith	1486
1092	friendWith	2068
699	createdTag	2116
692	createdTag	3650
941	friendWith	1584
1082	createdTag	2184
972	createdTag	2329
148	friendWith	843
2025	friendWith	1642
795	friendWith	1706
1818	friendWith	1258
650	friendWith	859
280	friendWith	732
1463	createdTag	3946
451	friendWith	1559
1546	friendWith	1905
146	friendWith	1135
385	friendWith	230
338	friendWith	1209
540	friendWith	1258
904	createdTag	2284
1135	friendWith	310
1785	friendWith	2097
911	friendWith	1771
1597	friendWith	1706
85	friendWith	1488
1007	createdTag	6530
1706	friendWith	1597
439	createdTag	2192
1490	friendWith	1362
1972	friendWith	1488
596	createdTag	2133
355	friendWith	816
1895	createdTag	2404
1636	friendWith	1603
317	createdTag	2234
232	createdTag	3337
236	createdTag	2392
2020	friendWith	30
149	createdTag	2209
190	createdTag	2284
1213	friendWith	387
419	friendWith	2065
405	friendWith	987
789	friendWith	1574
2061	friendWith	831
1156	createdTag	2133
459	createdTag	4192
2025	friendWith	850
47	friendWith	298
162	friendWith	412
1101	friendWith	78
80	friendWith	170
637	friendWith	467
1689	friendWith	1035
80	friendWith	1877
805	friendWith	78
83	friendWith	1459
229	createdTag	2104
545	createdTag	2101
1089	friendWith	1393
1044	friendWith	1918
851	friendWith	1820
1682	friendWith	1920
1818	friendWith	306
1704	createdTag	2234
1540	friendWith	1690
633	createdTag	2179
670	createdTag	2139
211	friendWith	1164
431	createdTag	2178
463	friendWith	338
1850	createdTag	2124
1148	createdTag	2409
1072	friendWith	659
1416	friendWith	2039
1835	friendWith	954
1148	friendWith	1167
1926	createdTag	2179
329	friendWith	2068
170	friendWith	1589
232	createdTag	2299
2079	friendWith	1869
129	friendWith	1092
511	createdTag	2282
1954	friendWith	227
1171	createdTag	2446
1851	friendWith	1961
1926	createdTag	2173
831	friendWith	1543
2021	friendWith	2087
817	createdTag	3349
545	createdTag	2939
1300	friendWith	514
1553	createdTag	2234
421	friendWith	286
685	createdTag	2203
332	friendWith	473
936	createdTag	2114
1453	friendWith	852
1145	friendWith	1762
1466	createdTag	2124
196	createdTag	2172
150	friendWith	232
1278	createdTag	2173
910	friendWith	2037
317	friendWith	1845
370	friendWith	1478
1664	createdTag	2173
1249	friendWith	1660
1659	friendWith	730
1879	friendWith	521
1614	friendWith	545
752	friendWith	1971
1153	friendWith	925
152	createdTag	2334
289	createdTag	2173
1116	friendWith	419
413	friendWith	162
494	createdTag	2234
1145	friendWith	252
1606	friendWith	1562
1882	friendWith	645
1743	createdTag	2101
408	createdTag	2184
329	friendWith	1909
545	friendWith	367
1906	friendWith	1804
451	friendWith	899
1498	friendWith	913
1855	createdTag	2118
1527	friendWith	1832
1741	friendWith	1614
1690	createdTag	2181
759	createdTag	7394
162	friendWith	1808
1635	friendWith	560
371	friendWith	499
847	friendWith	1961
1366	friendWith	322
2018	friendWith	1365
37	friendWith	1662
1577	friendWith	817
1813	friendWith	1560
48	friendWith	499
1528	friendWith	569
1895	createdTag	2404
1192	createdTag	2270
830	friendWith	701
1564	friendWith	1600
1757	createdTag	2173
470	createdTag	2139
1757	createdTag	2310
496	friendWith	33
704	friendWith	1034
421	createdTag	2464
1125	friendWith	1089
1898	friendWith	1017
1904	createdTag	13714
619	friendWith	69
57	friendWith	351
236	friendWith	1311
565	friendWith	2080
1223	createdTag	2281
1925	friendWith	205
1780	friendWith	1773
1046	friendWith	749
1454	createdTag	2125
211	friendWith	665
1191	createdTag	2667
1773	friendWith	1780
986	friendWith	1825
2019	createdTag	3452
1446	friendWith	330
236	createdTag	2830
686	friendWith	1772
859	friendWith	306
847	friendWith	1300
494	createdTag	2624
439	createdTag	5643
1623	createdTag	2173
1593	friendWith	1600
1977	friendWith	460
972	createdTag	3638
754	friendWith	143
1600	friendWith	1318
1213	friendWith	1777
966	friendWith	1263
531	friendWith	2023
1349	friendWith	1785
847	friendWith	1670
1568	friendWith	1811
1785	friendWith	1380
1280	createdTag	2227
994	friendWith	1164
1666	friendWith	730
671	friendWith	302
1869	friendWith	378
790	friendWith	1535
1925	createdTag	2294
887	createdTag	2628
1560	friendWith	1811
31	createdTag	2609
1909	createdTag	2230
968	createdTag	2924
2003	createdTag	2547
765	createdTag	2187
215	friendWith	1144
147	friendWith	232
1144	friendWith	1061
683	friendWith	850
596	createdTag	2179
617	friendWith	1475
1804	friendWith	629
298	friendWith	2039
548	createdTag	2104
1894	friendWith	819
463	createdTag	2123
470	friendWith	495
725	friendWith	5
1880	friendWith	332
392	createdTag	3545
1722	friendWith	1572
1173	friendWith	1165
1743	friendWith	1568
940	createdTag	2295
315	friendWith	1973
1989	createdTag	2399
2038	friendWith	917
1545	createdTag	2179
1869	friendWith	494
1872	friendWith	899
1661	createdTag	2303
1036	friendWith	1711
812	createdTag	2124
1560	friendWith	1600
1963	createdTag	2139
1988	friendWith	815
728	createdTag	2329
1346	createdTag	2202
1603	friendWith	1274
1108	createdTag	2133
474	friendWith	306
964	createdTag	2179
1481	createdTag	2179
2043	friendWith	1626
1566	createdTag	2173
964	createdTag	2173
253	friendWith	136
1543	friendWith	1380
1514	friendWith	31
1428	friendWith	640
468	friendWith	78
1603	friendWith	47
851	friendWith	179
728	friendWith	1280
1909	friendWith	2068
1146	friendWith	1544
1515	friendWith	1263
1471	friendWith	717
538	friendWith	339
439	createdTag	2297
1805	friendWith	1938
1623	createdTag	2227
1637	createdTag	2133
278	friendWith	1247
1965	friendWith	1104
1164	friendWith	1163
1929	createdTag	2487
905	createdTag	2139
1616	friendWith	332
527	friendWith	1356
355	friendWith	2031
1517	createdTag	4826
1600	friendWith	1659
1090	friendWith	1697
490	friendWith	609
930	friendWith	569
1258	friendWith	560
545	createdTag	2277
851	friendWith	2072
266	friendWith	1258
146	friendWith	816
1514	friendWith	1777
1145	friendWith	1562
1874	createdTag	2202
862	friendWith	1011
459	createdTag	2928
683	createdTag	2495
1001	friendWith	328
230	friendWith	1145
1319	friendWith	685
1272	friendWith	621
514	friendWith	1106
873	friendWith	1734
917	friendWith	490
1367	friendWith	1419
47	createdTag	2505
935	createdTag	2118
1926	createdTag	2230
1001	friendWith	1803
51	friendWith	1553
936	createdTag	2113
229	friendWith	1027
933	createdTag	2181
1545	createdTag	2279
1476	friendWith	494
1278	friendWith	1356
1813	friendWith	905
1553	friendWith	717
516	friendWith	161
922	createdTag	2179
399	friendWith	1278
2070	friendWith	1278
578	friendWith	1145
280	friendWith	809
534	friendWith	1343
514	friendWith	348
1481	createdTag	2269
2018	friendWith	132
1545	createdTag	2279
1437	friendWith	1803
1822	friendWith	1847
1488	friendWith	1882
527	friendWith	76
1708	createdTag	2396
759	createdTag	2901
215	friendWith	889
2096	createdTag	2187
812	createdTag	2286
350	friendWith	1811
910	friendWith	1628
1909	friendWith	271
1634	createdTag	2924
1753	friendWith	1247
1973	friendWith	315
658	createdTag	2118
692	createdTag	6623
1380	createdTag	2209
1700	createdTag	12634
142	friendWith	2055
242	friendWith	355
598	friendWith	815
816	friendWith	1662
49	friendWith	1543
1092	friendWith	1308
1267	createdTag	2269
1793	friendWith	1503
862	friendWith	527
1108	createdTag	9356
1748	friendWith	1091
1491	friendWith	1310
2014	createdTag	14308
1308	friendWith	329
475	friendWith	1597
705	friendWith	1153
22	friendWith	903
1689	createdTag	2813
862	friendWith	1560
812	createdTag	2298
79	friendWith	1248
2039	friendWith	1072
1053	friendWith	1856
1038	createdTag	2291
1266	friendWith	581
142	friendWith	1463
1471	friendWith	1593
343	friendWith	1760
761	createdTag	3547
696	friendWith	1670
1181	friendWith	78
371	friendWith	1925
916	createdTag	2149
79	friendWith	858
994	friendWith	1167
1080	friendWith	593
370	createdTag	2173
2059	friendWith	553
1766	friendWith	1898
1086	friendWith	1455
1795	createdTag	2267
1962	createdTag	14033
820	friendWith	2035
419	friendWith	1567
930	friendWith	778
701	friendWith	1437
754	friendWith	1707
463	friendWith	25
49	friendWith	133
520	friendWith	1343
355	friendWith	387
497	friendWith	675
318	friendWith	1988
1581	friendWith	694
1894	createdTag	2124
1761	friendWith	2016
690	friendWith	1226
1503	friendWith	852
1249	friendWith	1789
1525	friendWith	310
24	friendWith	361
691	createdTag	7015
179	friendWith	646
1832	createdTag	2600
460	friendWith	782
142	friendWith	540
1395	friendWith	455
697	createdTag	2115
433	createdTag	2101
1662	friendWith	25
581	createdTag	2742
940	createdTag	2179
1538	friendWith	1281
378	friendWith	1741
439	createdTag	3466
2000	friendWith	16
240	friendWith	1272
439	createdTag	4885
1911	createdTag	2334
1527	friendWith	254
1566	friendWith	1130
1177	createdTag	9742
414	friendWith	421
831	friendWith	758
911	friendWith	271
2019	friendWith	1151
115	friendWith	1274
175	createdTag	2884
1253	createdTag	2124
572	friendWith	1080
1020	createdTag	2178
1973	friendWith	329
1054	friendWith	1581
517	createdTag	2626
736	createdTag	7293
2003	createdTag	2227
860	createdTag	2159
1209	friendWith	761
133	friendWith	49
1956	friendWith	1934
120	createdTag	3487
58	friendWith	1385
439	createdTag	2203
1032	createdTag	8924
749	friendWith	816
1690	friendWith	862
59	friendWith	1213
1453	friendWith	1128
133	friendWith	1072
339	friendWith	302
78	createdTag	2133
941	friendWith	671
1519	createdTag	2276
439	createdTag	2802
674	friendWith	527
1906	friendWith	308
1690	friendWith	1600
1275	friendWith	1258
825	createdTag	2188
1210	friendWith	1405
129	friendWith	1145
1780	friendWith	340
232	friendWith	380
104	createdTag	3351
2018	friendWith	46
2068	friendWith	1135
1616	createdTag	2711
2096	createdTag	4218
46	friendWith	757
1235	createdTag	2178
329	friendWith	1102
1883	createdTag	12590
1247	friendWith	852
1623	createdTag	2234
1230	friendWith	1144
2033	friendWith	1959
49	friendWith	1249
1659	friendWith	906
1527	friendWith	1253
1560	createdTag	2313
922	createdTag	2114
391	friendWith	920
670	createdTag	2295
1339	friendWith	298
66	createdTag	3001
1202	createdTag	2446
1072	friendWith	717
1515	friendWith	136
1145	friendWith	120
281	friendWith	343
718	friendWith	1801
87	friendWith	315
474	friendWith	534
439	friendWith	1699
292	friendWith	1402
533	friendWith	1431
1135	friendWith	1659
963	friendWith	214
646	createdTag	3089
670	createdTag	2179
527	friendWith	1813
459	friendWith	753
32	friendWith	1905
1300	friendWith	691
1799	friendWith	1555
1249	createdTag	2175
1283	createdTag	3771
1249	friendWith	143
129	friendWith	1646
32	friendWith	1474
708	friendWith	1044
1451	friendWith	414
232	friendWith	405
572	friendWith	691
212	friendWith	1623
781	friendWith	1033
646	friendWith	1856
1379	friendWith	136
604	createdTag	2101
47	friendWith	46
1754	friendWith	1342
859	createdTag	2291
1634	createdTag	2939
975	friendWith	1773
1271	createdTag	10335
481	friendWith	1106
660	friendWith	1423
1156	createdTag	2181
1138	friendWith	1875
831	friendWith	1704
1033	friendWith	691
1172	friendWith	831
1300	friendWith	1856
581	friendWith	636
1489	friendWith	230
638	friendWith	258
364	createdTag	2347
754	friendWith	1133
1380	createdTag	2406
1404	friendWith	1853
1871	friendWith	1666
405	createdTag	2338
195	friendWith	317
400	friendWith	1678
627	createdTag	2101
772	friendWith	1562
146	friendWith	46
717	friendWith	1356
1803	friendWith	1616
223	friendWith	1308
1662	friendWith	283
1759	createdTag	2470
1132	friendWith	1054
1027	friendWith	1625
2021	friendWith	1184
1362	friendWith	1249
1567	createdTag	2397
761	createdTag	4812
589	friendWith	421
1245	createdTag	2173
325	friendWith	2003
1271	friendWith	642
887	createdTag	2179
1965	friendWith	1803
1267	friendWith	212
862	friendWith	207
1989	createdTag	2936
311	friendWith	145
350	friendWith	636
1605	friendWith	815
118	friendWith	65
863	friendWith	1087
1861	createdTag	2133
625	createdTag	3912
831	friendWith	1130
11	friendWith	1475
1813	friendWith	941
255	friendWith	3
1755	friendWith	1194
1286	friendWith	1087
1757	createdTag	12962
1430	friendWith	906
1445	createdTag	2124
1001	friendWith	413
109	friendWith	317
1023	friendWith	1113
333	friendWith	571
399	createdTag	2124
1380	createdTag	2280
530	createdTag	2287
1258	friendWith	2056
226	friendWith	1071
4	friendWith	520
499	createdTag	2300
817	friendWith	1153
46	friendWith	227
2025	friendWith	871
1060	createdTag	2113
58	createdTag	2139
1375	createdTag	2133
1389	friendWith	1238
826	friendWith	538
1233	createdTag	2914
405	friendWith	1917
1780	friendWith	405
491	friendWith	607
1132	friendWith	1535
643	friendWith	1785
1424	friendWith	298
2093	friendWith	1266
439	createdTag	5641
1880	friendWith	2070
520	friendWith	446
238	friendWith	1625
864	friendWith	1597
1832	createdTag	2178
1263	friendWith	1465
1958	createdTag	2711
1559	friendWith	1632
1848	friendWith	1406
247	friendWith	1161
2081	friendWith	530
884	friendWith	1332
1500	friendWith	557
78	friendWith	360
446	friendWith	859
58	friendWith	884
232	friendWith	1917
1032	createdTag	8924
1672	createdTag	2491
2037	friendWith	795
1287	friendWith	433
121	friendWith	1248
1789	createdTag	4449
46	friendWith	1253
1278	friendWith	1762
1632	friendWith	49
1104	createdTag	2452
107	friendWith	396
1316	friendWith	1012
1517	createdTag	3834
762	friendWith	211
1163	friendWith	1164
357	createdTag	2375
40	createdTag	2675
1001	friendWith	2072
1545	createdTag	2392
2061	friendWith	129
1103	friendWith	211
941	friendWith	984
1677	friendWith	435
1179	createdTag	2281
1156	createdTag	2329
1146	friendWith	1283
533	createdTag	2708
2037	friendWith	1247
297	createdTag	2347
1001	friendWith	1898
1659	friendWith	2053
1832	createdTag	2487
1789	createdTag	2396
195	friendWith	393
1017	friendWith	24
885	friendWith	1136
502	friendWith	1722
1198	friendWith	1780
1163	friendWith	859
423	createdTag	2284
1560	friendWith	558
723	friendWith	1453
196	createdTag	2184
159	createdTag	2121
1973	friendWith	2087
1150	friendWith	1369
1880	friendWith	1742
1761	friendWith	14
1566	friendWith	1597
1248	friendWith	121
66	createdTag	2997
939	createdTag	2487
2083	friendWith	1956
1924	friendWith	1156
383	friendWith	198
545	createdTag	2178
1666	friendWith	375
1033	friendWith	413
1292	friendWith	487
742	friendWith	179
596	friendWith	1454
1570	createdTag	2230
1789	friendWith	508
268	friendWith	321
1190	createdTag	4710
723	friendWith	470
78	friendWith	1722
2070	friendWith	2087
152	createdTag	2306
213	friendWith	1993
1532	friendWith	632
1879	friendWith	343
385	friendWith	1065
370	friendWith	385
1013	friendWith	1167
1956	friendWith	900
1728	createdTag	2600
2068	friendWith	1773
405	friendWith	847
388	friendWith	1293
1301	friendWith	421
378	friendWith	536
298	friendWith	1253
822	createdTag	2611
419	friendWith	851
1672	createdTag	2133
815	friendWith	571
1002	friendWith	778
2041	friendWith	1308
1002	friendWith	1102
1850	createdTag	2295
439	createdTag	5639
1959	friendWith	930
1761	friendWith	2036
582	createdTag	2478
888	friendWith	909
2018	friendWith	682
153	createdTag	2285
1532	friendWith	851
1907	createdTag	2115
142	createdTag	3578
142	friendWith	40
996	createdTag	4906
1503	friendWith	226
1024	friendWith	78
1869	friendWith	2032
514	friendWith	621
1395	friendWith	799
340	friendWith	514
